id,fish_name,betta_tail_type,number_of_colours,fish_length,origin,scale_cleanliness,fin_condition,competition_status
4328,Rickie,Halfmoon,3,4.63,Indonesia,33.08,Excellent,Win
4329,Chester,Plakat,2,6.8,Indonesia,48.81,Untidy,Lose
4330,Codee,Plakat,5,4.96,Thailand,39.28,Good,Win
4331,Ingar,Halfmoon,3,4.55,Indonesia,18.2,Untidy,Lose
4332,Maximo,Rose,5,3.6,India,7.63,Poor,Lose
4333,Rafaellle,Rose,3,5.4,Thailand,74.18,Excellent,Win
4334,David,Halfmoon,1,4.27,Vietnam,9.3,Poor,Lose
4335,Maxy,Halfmoon,3,6.78,Indonesia,6.36,Poor,Lose
4336,Sandra,Plakat,4,6.5,Vietnam,78.06,Excellent,Win
4337,Esmeralda,Halfmoon,5,4.15,India,90.67,Untidy,Win
4338,Vachel,Spade,2,6.51,Thailand,69.76,Excellent,Win
4339,Lu,Plakat,3,6.71,Indonesia,27.3,Excellent,Lose
4340,Shay,Rose,2,6.57,Thailand,92.44,Excellent,Win
4341,Pepi,Spade,5,6.88,India,28.43,Untidy,Win
4342,Phillip,Spade,4,3.59,Indonesia,71.33,Untidy,Win
4343,Jennifer,Spade,5,5.86,Thailand,65.56,Untidy,Win
4344,Roderich,Rose,4,3.8,Indonesia,17.36,Untidy,Lose
4345,Adrian,Halfmoon,2,6.04,Vietnam,74.89,Good,Win
4346,Gianni,Plakat,4,5.81,Vietnam,54.28,Good,Win
4347,Carter,Halfmoon,1,4.35,Thailand,37.33,Untidy,Lose
4348,Lilith,Plakat,5,6.53,India,72.59,Excellent,Win
4349,Noe,Halfmoon,2,6.99,India,33.34,Poor,Lose
4350,Cherilyn,Plakat,4,6.49,Vietnam,54.38,Excellent,Win
4351,Ruthe,Plakat,5,6.85,India,1.8,Untidy,Lose
4352,Bidget,Crown,3,4.52,India,11.34,Excellent,Lose
4353,Newton,Crown,5,5.52,Vietnam,83.49,Excellent,Win
4354,Minnie,Crown,5,5.99,India,21.48,Poor,Lose
4355,Donny,Spade,3,3.69,India,1.28,Untidy,Lose
4356,Joaquin,Halfmoon,5,6.3,Vietnam,76.83,Good,Win
4357,Mack,Halfmoon,5,5.16,Thailand,81.81,Good,Win
4358,Elora,Crown,2,5.16,Vietnam,88.5,Good,Win
4359,Alida,Halfmoon,1,3.92,India,3.24,Untidy,Lose
4360,Alyson,Rose,2,6.23,Thailand,74.16,Excellent,Win
4361,Alika,Crown,5,6.46,Indonesia,18.31,Poor,Lose
4362,Benedetta,Rose,3,5.27,Vietnam,88.24,Untidy,Lose
4363,Dot,Crown,2,6.06,Thailand,66.06,Excellent,Win
4364,Antons,Plakat,5,6.57,Vietnam,70.49,Good,Win
4365,Eduard,Crown,3,5.12,India,67.55,Poor,Win
4366,Shaine,Spade,5,6.06,Vietnam,79.55,Good,Win
4367,Kariotta,Plakat,1,6.14,India,26.18,Poor,Lose
4368,Lyndy,Halfmoon,1,6.94,India,46.75,Excellent,Lose
4369,Xymenes,Rose,3,5.0,Thailand,59.56,Good,Win
4370,Xenos,Plakat,4,6.32,Thailand,84.26,Good,Win
4371,Teressa,Plakat,4,4.72,Thailand,71.92,Excellent,Win
4372,Pacorro,Rose,3,3.66,India,13.98,Untidy,Lose
4373,Sheffy,Spade,4,5.77,Vietnam,77.92,Good,Win
4374,Hanni,Crown,3,4.6,Vietnam,29.47,Untidy,Lose
4375,Madonna,Crown,5,5.26,Vietnam,49.34,Excellent,Lose
4376,Rosalinde,Crown,2,3.84,Thailand,30.28,Good,Win
4377,Inessa,Crown,1,6.36,Vietnam,96.44,Good,Lose
4378,Lyndsay,Crown,4,6.27,Thailand,80.05,Poor,Win
4379,Katerina,Plakat,4,4.76,Vietnam,71.9,Poor,Win
4380,Lorinda,Rose,3,6.6,Vietnam,67.11,Good,Win
4381,Noam,Crown,1,5.15,Indonesia,69.25,Good,Win
4382,Cookie,Crown,4,4.73,Thailand,11.84,Poor,Lose
4383,Ignace,Plakat,5,3.61,Indonesia,23.01,Untidy,Lose
4384,Heriberto,Crown,2,5.93,India,29.48,Poor,Lose
4385,Rona,Rose,2,5.74,Indonesia,82.09,Poor,Win
4386,Wyn,Spade,3,4.45,Thailand,44.4,Excellent,Win
4387,Ray,Plakat,3,3.99,Vietnam,27.16,Untidy,Lose
4388,Crysta,Rose,5,3.7,India,0.14,Untidy,Lose
4389,Giana,Spade,5,4.18,India,3.29,Untidy,Lose
4390,Sibbie,Halfmoon,1,4.77,Thailand,32.38,Poor,Win
4391,Harp,Crown,2,6.19,Vietnam,60.88,Good,Lose
4392,Anabella,Spade,5,6.79,Thailand,75.25,Excellent,Win
4393,Bobinette,Spade,1,6.38,Indonesia,13.77,Poor,Lose
4394,Giacomo,Rose,3,3.51,India,4.06,Untidy,Lose
4395,Shana,Rose,2,5.43,Thailand,81.1,Excellent,Win
4396,Winifred,Rose,2,4.42,Indonesia,16.8,Poor,Lose
4397,Nerissa,Halfmoon,1,6.2,Vietnam,95.24,Poor,Win
4398,Jenelle,Spade,2,6.3,India,46.25,Untidy,Win
4399,Horton,Halfmoon,2,6.38,Indonesia,17.31,Poor,Lose
4400,Babbette,Rose,5,4.3,Indonesia,27.05,Untidy,Win
4401,Edmund,Halfmoon,2,4.1,Indonesia,51.17,Good,Lose
4402,Toma,Rose,5,6.02,Thailand,64.54,Excellent,Win
4403,Ulrick,Rose,3,7.03,Indonesia,24.03,Poor,Lose
4404,Malissia,Halfmoon,5,4.52,Vietnam,70.55,Good,Win
4405,Elise,Spade,5,4.14,Vietnam,31.17,Excellent,Win
4406,Yuma,Crown,5,4.32,Thailand,57.6,Excellent,Win
4407,Riobard,Halfmoon,1,5.33,Thailand,77.63,Good,Win
4408,Joell,Rose,2,6.89,Indonesia,48.07,Poor,Lose
4409,Eleonora,Crown,1,4.54,India,11.25,Untidy,Lose
4410,Olivia,Spade,1,6.67,Indonesia,24.72,Poor,Lose
4411,Pansie,Crown,3,5.98,Vietnam,78.95,Excellent,Win
4412,Dion,Crown,4,6.21,Thailand,66.43,Excellent,Win
4413,Marinna,Plakat,3,6.66,Indonesia,19.11,Poor,Lose
4414,Haleigh,Halfmoon,4,6.42,Vietnam,55.15,Excellent,Win
4415,Isabelle,Halfmoon,2,6.38,Indonesia,15.33,Untidy,Lose
4416,Adi,Plakat,4,5.49,Thailand,88.16,Excellent,Win
4417,Kordula,Spade,3,6.85,Vietnam,31.92,Untidy,Lose
4418,Ddene,Halfmoon,4,5.72,Thailand,73.99,Good,Win
4419,Nickolai,Rose,1,5.21,India,97.66,Good,Win
4420,Reinaldo,Rose,2,5.02,Thailand,34.45,Good,Win
4421,Thomasa,Halfmoon,5,7.04,India,91.27,Poor,Win
4422,Ambrosio,Rose,5,3.82,Thailand,31.53,Good,Win
4423,Sallee,Halfmoon,1,7.08,India,17.24,Untidy,Lose
4424,Cherlyn,Rose,4,6.01,Indonesia,66.47,Good,Lose
4425,Kass,Crown,1,4.64,Indonesia,6.96,Untidy,Lose
4426,Pam,Plakat,5,6.68,Vietnam,65.81,Good,Win
4427,Karlotta,Halfmoon,1,3.98,India,22.12,Poor,Lose
4428,Allin,Spade,3,6.67,Thailand,68.41,Good,Win
4429,Quentin,Crown,4,4.38,Vietnam,52.51,Excellent,Win
4430,Hana,Halfmoon,4,6.7,India,93.29,Untidy,Win
4431,Fran,Plakat,5,5.12,Vietnam,88.08,Good,Win
4432,Florette,Halfmoon,1,6.65,Vietnam,61.12,Excellent,Win
4433,Donelle,Halfmoon,3,5.0,India,36.94,Excellent,Win
4434,Perla,Halfmoon,2,4.14,Vietnam,94.74,Untidy,Win
4435,Noni,Rose,1,6.49,Vietnam,69.24,Excellent,Win
4436,Gavin,Halfmoon,2,5.95,Vietnam,65.86,Good,Win
4437,Nolana,Rose,4,6.64,India,90.69,Excellent,Win
4438,Maxwell,Plakat,4,4.88,Thailand,61.94,Excellent,Win
4439,Maurie,Halfmoon,1,5.95,Indonesia,18.31,Poor,Lose
4440,Marget,Crown,2,6.2,Thailand,70.7,Excellent,Win
4441,Rowland,Spade,4,5.11,India,88.25,Good,Win
4442,Wainwright,Crown,1,4.74,Thailand,51.61,Excellent,Win
4443,Ruggiero,Rose,5,6.07,Indonesia,53.13,Good,Lose
4444,Xever,Rose,5,6.13,Indonesia,2.95,Untidy,Lose
4445,Iorgo,Rose,4,5.96,Thailand,67.79,Excellent,Win
4446,Ardyce,Halfmoon,4,5.01,Thailand,68.29,Good,Win
4447,Andros,Halfmoon,1,5.44,Thailand,79.4,Excellent,Win
4448,Ole,Crown,1,4.76,Vietnam,46.54,Good,Win
4449,Simone,Halfmoon,2,4.62,Vietnam,74.97,Good,Win
4450,Lorens,Plakat,3,6.07,Vietnam,55.66,Good,Win
4451,Livvyy,Crown,2,5.44,Thailand,86.54,Good,Lose
4452,Archibald,Rose,3,5.62,Vietnam,82.71,Excellent,Win
4453,Valle,Crown,1,4.75,Thailand,98.13,Untidy,Win
4454,Benni,Crown,3,4.31,India,6.84,Untidy,Lose
4455,Reta,Plakat,4,4.86,India,21.87,Untidy,Lose
4456,Meredeth,Spade,1,4.02,India,26.07,Untidy,Lose
4457,Reid,Spade,1,3.83,India,4.19,Poor,Lose
4458,Gaylord,Crown,5,4.01,Indonesia,11.06,Untidy,Lose
4459,Cristin,Spade,5,5.48,Thailand,96.63,Good,Win
4460,Rebekah,Plakat,5,6.25,Thailand,80.37,Excellent,Win
4461,Jorge,Crown,3,4.87,Thailand,41.04,Good,Win
4462,Sherwynd,Crown,1,4.86,India,10.04,Poor,Lose
4463,Bjorn,Plakat,1,3.71,India,48.53,Untidy,Lose
4464,Noreen,Halfmoon,2,6.77,India,18.12,Poor,Lose
4465,Lemmie,Plakat,3,4.59,India,20.98,Poor,Lose
4466,Britni,Plakat,2,6.77,India,35.74,Untidy,Lose
4467,Maura,Crown,1,4.42,India,19.49,Untidy,Lose
4468,Kristal,Crown,5,3.74,Vietnam,21.44,Untidy,Lose
4469,Lorie,Rose,4,3.94,Thailand,35.69,Excellent,Win
4470,Eugenie,Halfmoon,2,3.99,Thailand,15.7,Poor,Lose
4471,Bobette,Crown,4,5.67,Vietnam,71.87,Good,Win
4472,Harriet,Crown,5,6.69,India,10.22,Poor,Lose
4473,Maia,Plakat,4,5.51,Vietnam,56.17,Excellent,Win
4474,Rubina,Crown,1,6.37,Thailand,78.86,Untidy,Win
4475,Matty,Halfmoon,5,5.21,India,78.5,Untidy,Win
4476,Chico,Plakat,5,5.15,Thailand,96.12,Good,Win
4477,Brenna,Plakat,2,5.96,Indonesia,5.83,Poor,Lose
4478,Lulu,Halfmoon,4,5.32,Vietnam,82.35,Untidy,Lose
4479,Andrus,Halfmoon,1,5.61,Indonesia,7.07,Untidy,Win
4480,Tracie,Halfmoon,2,6.34,Vietnam,80.98,Good,Win
4481,Joelynn,Halfmoon,5,5.62,Vietnam,56.31,Good,Lose
4482,Rebeka,Plakat,3,4.45,Indonesia,15.76,Poor,Lose
4483,Annetta,Crown,1,4.52,Vietnam,53.3,Excellent,Win
4484,Keith,Crown,2,7.03,Vietnam,6.31,Poor,Lose
4485,Gregorius,Crown,1,4.29,Thailand,49.19,Excellent,Win
4486,Menard,Crown,1,5.02,India,94.02,Untidy,Win
4487,Teddie,Crown,2,3.93,India,22.98,Untidy,Lose
4488,Brooke,Plakat,3,5.15,Thailand,97.32,Excellent,Win
4489,Lorette,Rose,1,4.06,Thailand,53.95,Untidy,Lose
4490,Deloris,Crown,1,7.08,Vietnam,19.21,Poor,Lose
4491,Carlyle,Plakat,4,4.76,Thailand,55.9,Good,Win
4492,Bessie,Halfmoon,2,5.71,Vietnam,82.49,Good,Win
4493,Zaneta,Crown,4,5.93,Vietnam,23.98,Excellent,Lose
4494,Fionna,Halfmoon,4,5.63,India,90.39,Untidy,Win
4495,Hanson,Crown,3,4.57,Vietnam,80.8,Good,Win
4496,Curtice,Spade,2,6.18,Thailand,96.58,Excellent,Win
4497,Etienne,Rose,1,4.75,Vietnam,76.8,Excellent,Win
4498,Ketty,Halfmoon,5,4.47,Thailand,33.7,Excellent,Win
4499,Nadiya,Plakat,1,4.42,India,17.12,Untidy,Lose
4500,Chrissie,Plakat,2,6.46,Vietnam,59.08,Good,Lose
4501,Thornton,Crown,3,5.26,Indonesia,94.79,Good,Win
4502,Dix,Plakat,3,4.18,India,58.63,Untidy,Lose
4503,Marc,Plakat,2,6.18,Vietnam,62.75,Excellent,Win
4504,Marin,Spade,2,5.01,Thailand,56.07,Good,Win
4505,Randy,Crown,3,4.19,Indonesia,34.62,Poor,Lose
4506,Joelynn,Spade,2,3.79,India,7.5,Poor,Lose
4507,Ibrahim,Halfmoon,4,4.15,Thailand,26.22,Poor,Lose
4508,Desdemona,Plakat,4,4.07,Indonesia,25.53,Poor,Lose
4509,Nickola,Halfmoon,1,4.75,Vietnam,52.8,Good,Win
4510,Egon,Rose,1,6.6,India,16.15,Untidy,Lose
4511,Ronny,Crown,2,6.5,Thailand,81.72,Good,Win
4512,Arturo,Spade,4,5.94,India,24.76,Excellent,Lose
4513,Nathanial,Halfmoon,2,6.86,India,20.54,Poor,Lose
4514,Nicolette,Rose,3,4.8,Indonesia,55.44,Untidy,Lose
4515,Myrle,Crown,2,4.84,Vietnam,56.4,Excellent,Win
4516,Aubrette,Halfmoon,1,4.2,Thailand,55.0,Excellent,Win
4517,Raina,Halfmoon,1,5.48,Thailand,77.9,Excellent,Win
4518,Zack,Spade,3,4.82,Indonesia,42.49,Excellent,Win
4519,Cam,Spade,1,4.33,India,15.15,Untidy,Lose
4520,Auberon,Plakat,1,4.58,India,42.49,Poor,Win
4521,Milty,Spade,5,5.93,Thailand,79.34,Excellent,Win
4522,Jan,Spade,5,6.5,India,6.16,Poor,Lose
4523,Horacio,Halfmoon,4,4.8,India,15.67,Poor,Lose
4524,Philip,Halfmoon,5,4.1,Thailand,38.14,Good,Win
4525,Willow,Plakat,4,4.35,Thailand,35.25,Excellent,Win
4526,Bevin,Plakat,3,4.73,Thailand,73.49,Good,Win
4527,Charmian,Halfmoon,2,6.57,India,20.32,Poor,Lose
4528,Philipa,Rose,5,6.82,India,48.7,Poor,Lose
4529,Keir,Halfmoon,4,6.41,Indonesia,21.31,Untidy,Lose
4530,Gayel,Halfmoon,5,5.23,Thailand,84.16,Excellent,Win
4531,Pietrek,Plakat,1,6.23,Indonesia,10.33,Excellent,Lose
4532,Jessika,Rose,3,3.88,India,27.25,Untidy,Lose
4533,Corella,Plakat,3,4.56,Thailand,38.01,Poor,Lose
4534,Mirabel,Rose,5,6.61,Indonesia,49.25,Poor,Lose
4535,Valentijn,Spade,4,6.38,India,70.25,Excellent,Win
4536,Ethelred,Spade,2,6.93,Indonesia,2.44,Untidy,Lose
4537,Barbabra,Plakat,2,4.4,Indonesia,27.87,Untidy,Lose
4538,Antonio,Spade,4,3.58,Indonesia,50.29,Good,Win
4539,Beatrisa,Rose,1,4.65,Thailand,43.24,Good,Lose
4540,Cole,Halfmoon,5,6.06,Vietnam,82.84,Excellent,Win
4541,Krystalle,Rose,2,6.19,India,12.23,Untidy,Lose
4542,Horton,Spade,4,6.65,India,8.21,Poor,Lose
4543,Magdalena,Spade,2,4.51,Indonesia,54.9,Poor,Lose
4544,Niels,Halfmoon,4,4.58,Thailand,69.61,Good,Win
4545,Aurelia,Plakat,5,5.63,Vietnam,79.08,Good,Win
4546,Teodoor,Halfmoon,5,5.64,Vietnam,81.88,Good,Win
4547,Alphonso,Halfmoon,1,5.58,Thailand,67.86,Good,Win
4548,Daisie,Plakat,1,6.73,India,2.25,Poor,Lose
4549,Fara,Plakat,4,4.98,Thailand,47.41,Poor,Win
4550,Ninnette,Plakat,5,6.88,India,9.82,Untidy,Lose
4551,Tonya,Spade,5,5.96,Thailand,69.33,Good,Win
4552,Herta,Crown,4,6.18,India,5.16,Untidy,Lose
4553,Connie,Rose,1,4.47,Vietnam,50.47,Poor,Lose
4554,Iorgo,Rose,2,4.89,Thailand,45.32,Excellent,Win
4555,Hana,Plakat,4,6.05,Thailand,54.56,Good,Win
4556,Sybille,Crown,5,5.11,Vietnam,90.69,Excellent,Win
4557,Marsiella,Spade,3,4.93,Thailand,71.56,Excellent,Win
4558,Alano,Plakat,2,3.5,India,9.57,Untidy,Lose
4559,Titus,Rose,3,5.31,Thailand,61.82,Excellent,Win
4560,Tadio,Crown,1,6.38,Indonesia,25.54,Poor,Lose
4561,Raquel,Spade,2,6.36,India,22.44,Poor,Lose
4562,Juditha,Spade,4,4.23,Indonesia,3.16,Untidy,Lose
4563,Romeo,Crown,1,4.54,Thailand,92.29,Excellent,Win
4564,Fee,Crown,5,5.64,Thailand,71.74,Good,Win
4565,Sholom,Crown,3,4.26,Indonesia,14.47,Excellent,Lose
4566,Karen,Halfmoon,5,4.52,India,28.5,Untidy,Lose
4567,Ailyn,Rose,5,6.15,Vietnam,80.67,Excellent,Win
4568,Susanna,Spade,2,4.48,Thailand,6.06,Excellent,Lose
4569,Maurene,Rose,3,5.16,Thailand,36.96,Good,Lose
4570,Auguste,Crown,4,6.38,India,30.79,Poor,Lose
4571,Patty,Halfmoon,5,3.87,India,7.22,Untidy,Lose
4572,Jedd,Crown,4,4.35,India,25.12,Untidy,Lose
4573,Claresta,Halfmoon,5,4.12,Indonesia,0.16,Excellent,Win
4574,Izzy,Rose,5,5.55,Vietnam,79.38,Excellent,Win
4575,Rubie,Rose,2,6.03,Vietnam,56.4,Excellent,Win
4576,Ursola,Plakat,3,4.45,Indonesia,10.7,Poor,Lose
4577,Morris,Plakat,2,6.72,Indonesia,44.3,Poor,Lose
4578,Morgana,Plakat,2,5.95,India,81.6,Good,Win
4579,Tammi,Halfmoon,2,4.18,India,27.25,Poor,Lose
4580,Franzen,Rose,5,4.71,India,16.47,Poor,Lose
4581,Corby,Rose,5,5.86,Vietnam,73.87,Excellent,Win
4582,Fairleigh,Crown,2,4.56,Thailand,52.06,Good,Win
4583,Ian,Crown,5,3.54,India,16.77,Excellent,Lose
4584,Justus,Rose,4,6.4,Vietnam,31.81,Poor,Lose
4585,Wynn,Rose,5,5.99,Vietnam,81.08,Excellent,Win
4586,Reinald,Halfmoon,1,4.77,Vietnam,59.44,Excellent,Win
4587,Dario,Halfmoon,1,6.16,Indonesia,13.95,Poor,Win
4588,Andreas,Crown,2,5.94,Vietnam,68.58,Good,Win
4589,Livvyy,Halfmoon,5,6.53,Indonesia,10.87,Poor,Lose
4590,Kenny,Rose,3,5.61,Indonesia,82.98,Excellent,Win
4591,Derron,Rose,3,5.02,Thailand,33.39,Excellent,Win
4592,Doloritas,Crown,4,6.62,Thailand,30.51,Good,Lose
4593,Baxy,Plakat,1,5.93,India,54.19,Good,Lose
4594,Richmond,Plakat,2,5.05,Thailand,99.71,Poor,Win
4595,Ddene,Crown,2,5.89,Vietnam,89.94,Untidy,Win
4596,Imelda,Crown,3,3.93,Indonesia,34.19,Excellent,Lose
4597,Gaelan,Halfmoon,5,3.79,Indonesia,59.28,Poor,Lose
4598,Inge,Crown,5,6.47,India,27.04,Untidy,Lose
4599,Burnard,Crown,1,6.2,Thailand,57.85,Good,Win
4600,Ted,Rose,4,6.55,India,33.59,Good,Lose
4601,Rhianna,Crown,2,5.85,Thailand,54.68,Good,Win
4602,Shoshanna,Spade,1,4.69,Thailand,52.23,Good,Win
4603,Evyn,Rose,2,5.9,Vietnam,67.32,Poor,Lose
4604,Elinor,Crown,5,6.42,Thailand,88.19,Good,Win
4605,Jewell,Plakat,4,5.94,Vietnam,68.01,Untidy,Win
4606,Chico,Rose,3,4.23,Thailand,36.73,Excellent,Win
4607,Conchita,Spade,5,6.06,Indonesia,15.96,Poor,Lose
4608,Cyndy,Rose,4,4.28,India,51.06,Poor,Win
4609,Bone,Crown,1,6.04,Thailand,94.97,Good,Win
4610,Fonzie,Spade,4,6.69,Indonesia,13.74,Poor,Lose
4611,Carmel,Halfmoon,3,4.44,Thailand,18.27,Untidy,Lose
4612,Caterina,Plakat,3,4.64,Indonesia,62.8,Excellent,Win
4613,Tait,Halfmoon,2,6.85,Indonesia,11.89,Poor,Lose
4614,Susannah,Rose,2,5.34,Thailand,59.33,Untidy,Win
4615,Flemming,Crown,2,5.5,Vietnam,60.73,Good,Win
4616,Iver,Crown,4,6.72,India,3.72,Excellent,Lose
4617,Jemmy,Crown,5,6.08,Thailand,64.78,Poor,Lose
4618,Paolo,Halfmoon,5,6.43,Indonesia,13.57,Poor,Lose
4619,Dorree,Plakat,2,6.15,India,62.74,Good,Win
4620,Norine,Halfmoon,5,6.37,Vietnam,57.0,Excellent,Win
4621,Salim,Halfmoon,4,4.24,India,52.5,Poor,Lose
4622,Lisle,Halfmoon,4,4.97,Indonesia,80.75,Untidy,Win
4623,Thelma,Spade,4,5.11,Indonesia,68.41,Poor,Win
4624,Hy,Halfmoon,1,3.78,Indonesia,29.99,Excellent,Win
4625,Zacharias,Rose,1,6.37,India,3.19,Untidy,Lose
4626,Theda,Halfmoon,1,6.65,Vietnam,79.86,Untidy,Win
4627,Joela,Halfmoon,5,3.72,India,16.78,Poor,Win
4628,Mordy,Plakat,5,7.08,India,14.21,Excellent,Lose
4629,Mick,Spade,5,6.7,Indonesia,44.61,Poor,Lose
4630,Venita,Plakat,3,6.1,Indonesia,13.66,Poor,Lose
4631,Tisha,Spade,5,3.97,Indonesia,39.4,Excellent,Lose
4632,Loella,Crown,1,4.16,India,7.37,Good,Lose
4633,Ibbie,Halfmoon,3,5.51,Thailand,70.31,Good,Win
4634,Spike,Crown,3,5.04,Indonesia,64.57,Excellent,Win
4635,Wilie,Rose,5,4.88,Indonesia,25.02,Untidy,Lose
4636,Devina,Halfmoon,3,7.04,India,21.96,Poor,Lose
4637,Hercule,Crown,1,6.24,Thailand,74.14,Excellent,Win
4638,Maurise,Rose,2,6.44,Vietnam,68.46,Untidy,Win
4639,Dollie,Rose,2,6.25,India,39.84,Poor,Win
4640,Judon,Crown,1,6.65,India,19.59,Excellent,Lose
4641,Thorvald,Spade,4,3.67,India,29.08,Untidy,Lose
4642,Norbie,Rose,4,4.1,Thailand,34.09,Good,Win
4643,Gale,Crown,4,4.37,Thailand,3.34,Untidy,Lose
4644,Clovis,Crown,5,4.39,India,12.77,Excellent,Lose
4645,Ky,Plakat,5,6.16,Thailand,27.34,Poor,Lose
4646,Lethia,Crown,3,6.71,Thailand,9.69,Poor,Lose
4647,Chrysler,Rose,4,3.97,India,21.44,Untidy,Lose
4648,Gavrielle,Halfmoon,5,4.8,Vietnam,52.88,Good,Win
4649,Janina,Rose,1,6.1,Thailand,68.47,Excellent,Win
4650,Ronny,Halfmoon,3,6.49,Vietnam,52.85,Excellent,Win
4651,Catherine,Spade,2,3.54,India,13.11,Untidy,Lose
4652,Montgomery,Rose,5,7.1,Indonesia,95.5,Excellent,Lose
4653,Taddeusz,Rose,1,6.46,India,5.96,Poor,Lose
4654,Selig,Plakat,1,4.8,Thailand,51.75,Excellent,Win
4655,Harley,Spade,2,3.91,Vietnam,32.12,Good,Win
4656,Kelcey,Halfmoon,2,7.04,India,37.96,Excellent,Lose
4657,Leshia,Plakat,1,4.09,Indonesia,15.6,Untidy,Lose
4658,King,Spade,5,6.4,India,9.04,Untidy,Lose
4659,Trever,Rose,3,4.63,Vietnam,48.17,Poor,Lose
4660,Louisette,Spade,1,5.8,Thailand,20.47,Poor,Win
4661,Emmalee,Crown,2,5.23,Vietnam,89.67,Good,Win
4662,Olivia,Halfmoon,4,5.67,Vietnam,53.23,Excellent,Win
4663,Wallis,Plakat,3,4.94,Indonesia,91.09,Good,Win
4664,Findley,Plakat,3,5.98,Vietnam,72.05,Excellent,Win
4665,Marvin,Spade,4,5.09,Vietnam,70.4,Poor,Lose
4666,Lester,Halfmoon,4,6.05,Thailand,78.28,Excellent,Win
4667,Justin,Crown,1,5.4,Indonesia,95.68,Excellent,Win
4668,Tillie,Plakat,3,6.08,Thailand,61.43,Good,Win
4669,Joela,Spade,2,5.06,Vietnam,67.5,Good,Win
4670,Eda,Spade,2,6.49,India,29.59,Untidy,Lose
4671,Carley,Halfmoon,4,4.74,Thailand,59.93,Good,Win
4672,Jerald,Crown,5,6.55,Thailand,26.62,Untidy,Lose
4673,Garrott,Plakat,3,5.92,Vietnam,55.89,Good,Win
4674,Hogan,Plakat,4,5.05,Thailand,73.84,Excellent,Win
4675,Shelli,Rose,1,5.51,Thailand,61.85,Good,Win
4676,Herve,Plakat,4,5.54,Thailand,69.63,Excellent,Win
4677,Winnifred,Halfmoon,3,3.77,India,3.11,Untidy,Lose
4678,Waite,Crown,4,6.13,Indonesia,1.74,Untidy,Lose
4679,Herminia,Crown,3,4.89,Indonesia,17.67,Untidy,Lose
4680,Uriah,Spade,4,5.94,Vietnam,58.75,Good,Lose
4681,Curtice,Plakat,5,4.5,Thailand,84.7,Good,Lose
4682,Isidro,Rose,3,6.43,India,36.62,Excellent,Lose
4683,Andrey,Spade,2,5.0,Indonesia,54.63,Excellent,Win
4684,Shaine,Crown,2,6.08,Vietnam,85.9,Excellent,Win
4685,Geoff,Halfmoon,5,5.52,Thailand,82.93,Good,Win
4686,Carmela,Plakat,5,4.33,India,7.13,Excellent,Lose
4687,Teresa,Crown,1,6.53,Vietnam,53.62,Good,Win
4688,Sena,Crown,3,5.43,Vietnam,55.69,Excellent,Win
4689,Eugen,Halfmoon,1,6.58,Indonesia,11.84,Excellent,Lose
4690,Brendin,Halfmoon,2,6.14,Vietnam,46.03,Poor,Win
4691,Pamelina,Crown,5,5.45,Thailand,71.26,Good,Lose
4692,Kippar,Spade,2,5.14,Vietnam,78.59,Good,Win
4693,Alysa,Crown,3,6.9,Indonesia,71.16,Excellent,Win
4694,Kynthia,Plakat,1,6.83,Indonesia,34.33,Poor,Lose
4695,Gifford,Plakat,3,6.69,Thailand,55.85,Excellent,Win
4696,Claude,Rose,5,6.47,Thailand,74.97,Excellent,Win
4697,Brockie,Spade,4,3.81,India,43.52,Poor,Lose
4698,Tannie,Crown,1,6.7,Indonesia,42.87,Untidy,Lose
4699,Phillipp,Rose,4,6.56,Vietnam,60.76,Good,Win
4700,Thoma,Crown,2,3.92,Thailand,19.17,Untidy,Lose
4701,Paco,Crown,5,4.68,Vietnam,46.59,Excellent,Win
4702,Mic,Rose,4,3.96,Thailand,50.86,Excellent,Win
4703,Clemente,Crown,3,7.05,India,23.4,Untidy,Lose
4704,Howard,Spade,5,6.39,India,20.61,Good,Lose
4705,Kristoffer,Spade,4,3.54,India,9.5,Good,Lose
4706,Carlie,Rose,3,4.22,Thailand,41.13,Excellent,Win
4707,Wash,Rose,3,5.83,Vietnam,69.38,Poor,Win
4708,Corny,Halfmoon,4,6.54,Vietnam,56.75,Excellent,Win
4709,Chuck,Plakat,3,6.17,India,5.88,Poor,Lose
4710,Morly,Halfmoon,1,3.88,Thailand,41.43,Excellent,Win
4711,Marcel,Crown,2,4.48,Thailand,52.0,Good,Win
4712,May,Spade,5,6.3,Thailand,20.37,Untidy,Lose
4713,Carin,Halfmoon,2,7.07,India,6.39,Poor,Lose
4714,Kora,Halfmoon,3,6.1,Vietnam,54.68,Excellent,Win
4715,Doralyn,Rose,5,5.34,Thailand,97.7,Good,Win
4716,Gelya,Rose,5,4.11,Indonesia,10.38,Untidy,Lose
4717,Ardelis,Crown,1,6.34,Thailand,17.37,Excellent,Lose
4718,Matias,Spade,3,4.6,Indonesia,43.19,Good,Lose
4719,Heath,Spade,3,4.22,Vietnam,58.23,Good,Win
4720,Cesya,Halfmoon,5,4.56,Vietnam,11.79,Untidy,Lose
4721,Guy,Crown,4,3.72,Indonesia,26.22,Poor,Lose
4722,Sascha,Rose,1,3.66,Indonesia,63.02,Excellent,Win
4723,Jena,Crown,1,3.87,India,32.42,Excellent,Win
