id,store_name,average_response_time,successful_transactions,number_of_workday,cancelled_transactions,average_review_score
4356,Rau Inc,595 Minute(s),39603,5 Day(s),1876,3.46
4357,"Wiza, Dickens and Schroeder",325 Minute(s),215617,5 Day(s),1303,4.01
4358,Kiehn Inc,66 Minute(s),91161,5 Day(s),682,4.49
4359,"Wilderman, Stamm and Bode",492 Minute(s),205803,5 Day(s),1329,3.61
4360,Grant Group,58 Minute(s),255846,5 Day(s),619,3.55
4361,"Steuber, Morar and Lueilwitz",38 Minute(s),80927,6 Day(s),15,4.66
4362,Wehner and Sons,764 Minute(s),87119,5 Day(s),1567,3.21
4363,Jakubowski-Stracke,891 Minute(s),88141,6 Day(s),1570,3.71
4364,"Dickens, Dickinson and Hoppe",1412 Minute(s),128638,5 Day(s),2603,3.18
4365,Christiansen and Sons,158 Minute(s),80582,6 Day(s),179,4.02
4366,Collins-Bernier,145 Minute(s),178885,7 Day(s),1301,4.47
4367,"Haag, Goodwin and Breitenberg",77 Minute(s),87967,6 Day(s),38,4.73
4368,Cole Group,359 Minute(s),133740,4 Day(s),1461,3.86
4369,Smith-Kutch,190 Minute(s),85622,7 Day(s),118,4.03
4370,"Borer, Schmidt and Breitenberg",589 Minute(s),174629,4 Day(s),1279,3.94
4371,Smith Group,176 Minute(s),165455,3 Day(s),1212,4.12
4372,"Howell, Stokes and Wyman",27 Minute(s),226372,6 Day(s),117,4.1
4373,Howell LLC,262 Minute(s),135515,5 Day(s),1152,3.3
4374,"Hansen, Roberts and Kovacek",34 Minute(s),109551,5 Day(s),572,4.64
4375,"Gleason, Collins and Roberts",200 Minute(s),93353,6 Day(s),193,4.9
4376,Wintheiser-Kreiger,73 Minute(s),263017,6 Day(s),274,4.97
4377,Carter LLC,796 Minute(s),51415,5 Day(s),1506,3.44
4378,Stokes Group,270 Minute(s),100921,6 Day(s),1116,4.48
4379,Sporer and Sons,9 Minute(s),114837,6 Day(s),648,4.27
4380,Nolan-O'Reilly,31 Minute(s),236282,7 Day(s),299,4.9
4381,Maggio-Jacobs,819 Minute(s),102240,5 Day(s),2468,2.88
4382,"Bahringer, Lebsack and Wolf",482 Minute(s),209546,6 Day(s),1139,4.01
4383,Jaskolski Group,627 Minute(s),59852,5 Day(s),2064,3.16
4384,Ziemann Inc,120 Minute(s),121561,5 Day(s),261,3.56
4385,Little LLC,623 Minute(s),36953,3 Day(s),1607,3.2
4386,Wuckert Group,81 Minute(s),254088,6 Day(s),314,4.89
4387,Halvorson-Dietrich,148 Minute(s),105827,7 Day(s),454,4.88
4388,Marquardt and Sons,1011 Minute(s),54552,3 Day(s),2309,2.91
4389,"Bruen, Roberts and Spencer",16 Minute(s),73813,5 Day(s),651,3.83
4390,"Rutherford, Swaniawski and Fay",85 Minute(s),200778,5 Day(s),591,3.5
4391,"Hyatt, Krajcik and Becker",272 Minute(s),128898,6 Day(s),389,4.48
4392,"Adams, Bosco and Predovic",687 Minute(s),113316,3 Day(s),2379,3.5
4393,"Fay, Schmeler and Kshlerin",159 Minute(s),100284,6 Day(s),580,4.05
4394,Skiles and Sons,1062 Minute(s),110882,4 Day(s),1677,4.0
4395,Rowe LLC,1072 Minute(s),121352,3 Day(s),1705,4.27
4396,Hilpert-Bayer,909 Minute(s),117779,2 Day(s),2869,3.59
4397,Nikolaus-Breitenberg,312 Minute(s),143853,6 Day(s),1109,3.61
4398,Swaniawski-Anderson,1072 Minute(s),105130,6 Day(s),1774,3.97
4399,"Legros, Moore and Kuvalis",413 Minute(s),216353,4 Day(s),1023,3.52
4400,"Carroll, MacGyver and Beer",189 Minute(s),73104,5 Day(s),229,4.46
4401,Roob-Dach,1259 Minute(s),67577,4 Day(s),2145,3.36
4402,Skiles-Abshire,292 Minute(s),208228,5 Day(s),1221,4.29
4403,"Howe, Konopelski and Morissette",36 Minute(s),124490,6 Day(s),225,3.98
4404,"Berge, Treutel and Kris",1223 Minute(s),92697,2 Day(s),2574,2.14
4405,Kassulke-Breitenberg,294 Minute(s),203909,4 Day(s),1600,4.56
4406,Cremin-Kulas,125 Minute(s),91641,4 Day(s),245,4.16
4407,Walsh-Zieme,61 Minute(s),91462,6 Day(s),527,4.06
4408,Osinski-Ondricka,1208 Minute(s),60086,5 Day(s),1851,3.95
4409,Kertzmann and Sons,741 Minute(s),34885,4 Day(s),1604,4.0
4410,Little LLC,521 Minute(s),188206,5 Day(s),1498,3.81
4411,Jones-Bode,1167 Minute(s),107842,4 Day(s),1786,3.83
4412,"Herzog, Reynolds and Cole",445 Minute(s),193430,4 Day(s),1198,4.3
4413,Hickle-Spinka,165 Minute(s),216547,5 Day(s),1182,4.36
4414,Strosin-Rippin,1028 Minute(s),112895,6 Day(s),2200,4.27
4415,"Grady, Brakus and McDermott",241 Minute(s),201760,5 Day(s),673,4.27
4416,Wilderman-Romaguera,19 Minute(s),81077,6 Day(s),695,3.89
4417,"Hilll, Hilll and Reilly",795 Minute(s),63498,3 Day(s),2135,3.32
4418,Beer LLC,1036 Minute(s),87667,5 Day(s),2523,3.12
4419,Fritsch-Hamill,121 Minute(s),190001,6 Day(s),1008,4.03
4420,Towne Group,215 Minute(s),164179,3 Day(s),1469,4.25
4421,"Kuphal, Ryan and White",1265 Minute(s),106799,5 Day(s),2642,2.37
4422,"Bashirian, Sporer and Goyette",883 Minute(s),77739,6 Day(s),1807,4.27
4423,"Kuhlman, Paucek and Satterfield",31 Minute(s),59456,5 Day(s),177,3.36
4424,"Schimmel, Ziemann and Feest",398 Minute(s),232575,7 Day(s),1307,4.83
4425,Ruecker LLC,224 Minute(s),172613,4 Day(s),1221,4.63
4426,Thiel LLC,173 Minute(s),176336,5 Day(s),1139,3.86
4427,"Upton, Legros and Volkman",788 Minute(s),94534,4 Day(s),2677,2.6
4428,Klocko-Barrows,387 Minute(s),119217,5 Day(s),1109,4.3
4429,"Grimes, Wehner and Weissnat",1111 Minute(s),31119,2 Day(s),1962,3.4
4430,Kilback-Miller,485 Minute(s),214084,6 Day(s),1100,3.9
4431,"Gleason, Strosin and Bednar",1433 Minute(s),63606,2 Day(s),2460,3.43
4432,"Nitzsche, Kassulke and Marks",995 Minute(s),34833,2 Day(s),2101,2.83
4433,Anderson-Prosacco,353 Minute(s),145375,4 Day(s),1207,3.75
4434,Thompson LLC,990 Minute(s),65572,3 Day(s),2064,3.33
4435,Weber LLC,119 Minute(s),272220,7 Day(s),125,4.5
4436,"Predovic, Koss and Leuschke",734 Minute(s),58535,4 Day(s),2164,3.05
4437,"Hane, King and Goyette",294 Minute(s),146909,6 Day(s),1184,4.58
4438,"Aufderhar, Crona and Ruecker",136 Minute(s),108936,7 Day(s),696,4.07
4439,Auer LLC,360 Minute(s),187366,4 Day(s),1158,4.42
4440,"Johnston, Gulgowski and O'Conner",128 Minute(s),209726,4 Day(s),1373,3.98
4441,"Kozey, West and Jaskolski",1259 Minute(s),88263,5 Day(s),2284,2.87
4442,Brakus LLC,592 Minute(s),128962,3 Day(s),1802,4.05
4443,Koepp LLC,186 Minute(s),105685,7 Day(s),204,3.96
4444,"Hirthe, Wisozk and McDermott",1003 Minute(s),64499,4 Day(s),1645,3.32
4445,Braun-Mertz,1028 Minute(s),40860,3 Day(s),2044,3.15
4446,"Baumbach, Cremin and Emmerich",22 Minute(s),198931,4 Day(s),684,4.3
4447,"Kris, Erdman and Kuhn",513 Minute(s),130035,4 Day(s),1222,4.0
4448,Champlin-Cartwright,337 Minute(s),213142,7 Day(s),1353,3.83
4449,Bailey Group,966 Minute(s),53207,3 Day(s),1858,2.81
4450,Abshire-Jakubowski,676 Minute(s),87109,5 Day(s),2471,2.36
4451,Abernathy-Lindgren,86 Minute(s),272331,6 Day(s),150,4.64
4452,Jakubowski Group,1155 Minute(s),84703,4 Day(s),1782,2.86
4453,Murphy-Boyer,1268 Minute(s),112729,3 Day(s),2366,2.15
4454,Muller Inc,424 Minute(s),155464,5 Day(s),1427,4.11
4455,"Hudson, Wolf and Hintz",415 Minute(s),184207,5 Day(s),1234,3.82
4456,Rodriguez Inc,297 Minute(s),63973,6 Day(s),1335,3.31
4457,"Herman, Gottlieb and Cartwright",104 Minute(s),276035,5 Day(s),536,3.7
4458,Koelpin-Hodkiewicz,4 Minute(s),90008,7 Day(s),418,4.4
4459,Quitzon-Zemlak,562 Minute(s),69150,5 Day(s),2208,2.89
4460,Labadie LLC,948 Minute(s),119572,3 Day(s),2416,3.31
4461,"Schoen, Okuneva and Hagenes",128 Minute(s),184678,4 Day(s),1050,3.97
4462,Hackett-Mohr,48 Minute(s),195038,6 Day(s),415,3.67
4463,Batz-Glover,77 Minute(s),163242,7 Day(s),1202,3.72
4464,Hackett-Daniel,1376 Minute(s),38316,5 Day(s),2592,3.37
4465,Wiza and Sons,257 Minute(s),190179,4 Day(s),421,3.2
4466,Reichert Group,1076 Minute(s),120362,2 Day(s),2351,2.5
4467,Okuneva-Blick,1274 Minute(s),53092,4 Day(s),1856,3.71
4468,Bernier Inc,374 Minute(s),210508,5 Day(s),1481,4.37
4469,Tremblay LLC,90 Minute(s),116742,6 Day(s),552,4.52
4470,Feest Inc,499 Minute(s),32672,2 Day(s),2052,3.69
4471,Beier-Tremblay,215 Minute(s),86510,4 Day(s),1325,3.51
4472,Tromp Group,410 Minute(s),200349,6 Day(s),1301,3.48
4473,Towne Inc,556 Minute(s),193028,7 Day(s),1101,4.23
4474,Bode-Johnston,214 Minute(s),172875,7 Day(s),1355,3.39
4475,Mills-Jacobs,1225 Minute(s),75173,2 Day(s),2491,2.74
4476,Lemke-Monahan,81 Minute(s),192565,6 Day(s),403,3.83
4477,Herman Group,57 Minute(s),170653,6 Day(s),40,3.23
4478,"Medhurst, Wilkinson and Rowe",487 Minute(s),166889,6 Day(s),1267,3.16
4479,Graham-Gerhold,139 Minute(s),163671,4 Day(s),164,4.84
4480,"McGlynn, Upton and Crist",298 Minute(s),77216,7 Day(s),300,4.95
4481,"Rosenbaum, Lakin and Brekke",917 Minute(s),63200,4 Day(s),1825,3.62
4482,Hegmann-McClure,927 Minute(s),90417,5 Day(s),1725,2.92
4483,Weissnat-Howe,406 Minute(s),196654,4 Day(s),1314,3.46
4484,"Ondricka, Tremblay and Paucek",16 Minute(s),165305,5 Day(s),40,3.25
4485,"Thompson, Daniel and Bayer",127 Minute(s),290475,5 Day(s),258,4.94
4486,Schneider and Sons,263 Minute(s),199236,5 Day(s),1483,3.85
4487,Windler Group,61 Minute(s),201094,6 Day(s),165,3.39
4488,Walsh-Langworth,73 Minute(s),123182,7 Day(s),582,4.39
4489,Hettinger-Bernhard,484 Minute(s),202946,6 Day(s),1460,4.2
4490,Daugherty Inc,110 Minute(s),122967,6 Day(s),10,3.27
4491,Lueilwitz Group,1072 Minute(s),85911,4 Day(s),1766,3.42
4492,"Hauck, Considine and Murray",1316 Minute(s),78408,5 Day(s),2087,2.71
4493,Welch-Collins,571 Minute(s),163508,3 Day(s),1519,3.66
4494,Schowalter Inc,213 Minute(s),198969,5 Day(s),1309,4.5
4495,Crona-Mraz,1102 Minute(s),61461,4 Day(s),1626,3.95
4496,"Bechtelar, Beer and Mueller",170 Minute(s),228854,6 Day(s),453,4.14
4497,Willms-Borer,357 Minute(s),114609,5 Day(s),1419,3.85
4498,"Mills, Lakin and O'Connell",1360 Minute(s),59144,5 Day(s),1800,4.04
4499,"Mohr, Swift and Marquardt",51 Minute(s),251843,7 Day(s),555,3.82
4500,"Hoeger, Lemke and Lang",103 Minute(s),62137,7 Day(s),739,3.22
4501,Harris Inc,92 Minute(s),82684,5 Day(s),701,4.55
4502,"Murphy, Torp and Beahan",1186 Minute(s),107546,5 Day(s),2081,3.41
4503,"Hamill, Jenkins and Satterfield",378 Minute(s),153587,6 Day(s),1182,4.28
4504,Grant-Tremblay,184 Minute(s),100390,5 Day(s),103,4.3
4505,Fritsch-Schneider,373 Minute(s),122362,4 Day(s),1419,4.33
4506,Mann-Schmitt,138 Minute(s),228931,5 Day(s),95,4.94
4507,Cartwright Group,550 Minute(s),143161,3 Day(s),1071,3.74
4508,Aufderhar Group,1368 Minute(s),118473,4 Day(s),2982,3.18
4509,Runte-Auer,37 Minute(s),94732,6 Day(s),31,3.61
4510,Ziemann Inc,1395 Minute(s),110049,2 Day(s),2534,2.44
4511,Upton-Von,215 Minute(s),118047,7 Day(s),744,4.23
4512,"Daniel, Kuhlman and Collins",864 Minute(s),62348,5 Day(s),1726,3.25
4513,"Daniel, Cronin and Olson",158 Minute(s),141929,6 Day(s),496,3.65
4514,Lockman Inc,158 Minute(s),144693,4 Day(s),1435,4.24
4515,"Oberbrunner, Dietrich and Runolfsson",9 Minute(s),59584,6 Day(s),1168,4.09
4516,Keebler Inc,615 Minute(s),112173,3 Day(s),2135,4.23
4517,"Bradtke, Schinner and Daugherty",449 Minute(s),244422,4 Day(s),1098,3.64
4518,Braun-Lang,697 Minute(s),35394,3 Day(s),1728,3.18
4519,"Haley, Macejkovic and Boehm",229 Minute(s),84111,7 Day(s),518,4.54
4520,Rohan and Sons,965 Minute(s),106013,3 Day(s),2749,2.72
4521,"Mayer, Roberts and Willms",432 Minute(s),158899,5 Day(s),1204,3.27
4522,Zboncak LLC,1231 Minute(s),76247,6 Day(s),1689,4.21
4523,Schneider-Romaguera,187 Minute(s),249044,6 Day(s),915,3.65
4524,Price-Larkin,996 Minute(s),41585,5 Day(s),1682,3.15
4525,"Turner, Mosciski and Cole",494 Minute(s),187887,7 Day(s),1392,3.49
4526,Bartell Group,535 Minute(s),152912,5 Day(s),1265,4.34
4527,Kutch-Rutherford,402 Minute(s),165826,6 Day(s),1432,4.42
4528,Gulgowski Group,143 Minute(s),246361,6 Day(s),35,3.62
4529,Lemke Inc,723 Minute(s),96756,5 Day(s),1532,3.12
4530,"Hermann, Feeney and Marquardt",15 Minute(s),201272,4 Day(s),960,4.74
4531,Mertz Inc,999 Minute(s),31592,3 Day(s),1745,2.88
4532,"West, Medhurst and Legros",179 Minute(s),172660,4 Day(s),192,3.49
4533,Beatty-Lakin,38 Minute(s),170548,6 Day(s),442,3.25
4534,Rogahn LLC,225 Minute(s),119925,7 Day(s),424,4.18
4535,Hammes Inc,850 Minute(s),48414,3 Day(s),1948,3.5
4536,"Shields, Spinka and Quigley",1359 Minute(s),61455,3 Day(s),1626,3.38
4537,Leuschke-Pfannerstill,173 Minute(s),171767,6 Day(s),93,3.32
4538,Schmitt-Conroy,807 Minute(s),111386,3 Day(s),1942,3.58
4539,Doyle-Lubowitz,118 Minute(s),147832,7 Day(s),770,3.47
4540,"Roob, Kling and Cummerata",1131 Minute(s),52558,2 Day(s),2429,3.01
4541,Dare and Sons,305 Minute(s),191359,4 Day(s),1234,4.94
4542,Effertz-Dibbert,427 Minute(s),81417,7 Day(s),1337,4.24
4543,Fisher LLC,717 Minute(s),65446,3 Day(s),1656,3.83
4544,"Runolfsson, Gislason and Bauch",378 Minute(s),193066,6 Day(s),1173,4.19
4545,Pacocha and Sons,157 Minute(s),180622,6 Day(s),1368,3.75
4546,Cartwright and Sons,38 Minute(s),161404,4 Day(s),216,4.34
4547,Kozey-Runte,394 Minute(s),143094,6 Day(s),1163,3.2
4548,Franecki LLC,122 Minute(s),141771,7 Day(s),26,4.4
4549,"Turcotte, Block and Cruickshank",203 Minute(s),73410,6 Day(s),437,4.72
4550,Blick-Ullrich,187 Minute(s),75836,5 Day(s),271,3.39
4551,Mills Group,103 Minute(s),281927,7 Day(s),693,4.4
4552,Tillman-Dare,287 Minute(s),210959,5 Day(s),1345,4.36
4553,Kilback-Beahan,1206 Minute(s),63677,5 Day(s),1694,4.06
4554,McGlynn-Kassulke,328 Minute(s),164954,6 Day(s),400,4.16
4555,"Frami, Hartmann and Carroll",279 Minute(s),156298,5 Day(s),1200,3.25
4556,Muller Group,323 Minute(s),200774,6 Day(s),1376,4.13
4557,"Schaden, Lemke and Klocko",446 Minute(s),183062,6 Day(s),655,3.6
4558,Turcotte Inc,167 Minute(s),237511,7 Day(s),639,3.8
4559,Mann-Cormier,333 Minute(s),160056,5 Day(s),1227,3.76
4560,Mohr-Borer,362 Minute(s),189909,6 Day(s),1286,4.15
4561,Kuhic-Spencer,317 Minute(s),205780,4 Day(s),227,4.19
4562,Pfannerstill and Sons,924 Minute(s),91202,2 Day(s),2365,2.67
4563,Haag Inc,1038 Minute(s),83745,4 Day(s),1780,3.41
4564,Friesen-Abshire,1306 Minute(s),83580,4 Day(s),1852,4.04
4565,Dare-Bartell,426 Minute(s),188826,7 Day(s),1310,3.24
4566,Howell-Bins,124 Minute(s),53306,5 Day(s),719,4.84
4567,"Jerde, Keeling and Runolfsdottir",85 Minute(s),127594,6 Day(s),723,4.45
4568,Gislason Group,347 Minute(s),197492,5 Day(s),1177,4.2
4569,Hand LLC,618 Minute(s),59818,4 Day(s),2110,3.35
4570,Wyman-Moore,1420 Minute(s),56474,5 Day(s),2320,3.55
4571,Anderson LLC,240 Minute(s),224068,6 Day(s),1420,4.69
4572,Price Inc,439 Minute(s),150118,6 Day(s),1220,3.69
4573,"Stiedemann, Torphy and Boyer",174 Minute(s),242336,7 Day(s),402,3.87
4574,Hintz-O'Hara,15 Minute(s),77231,7 Day(s),255,4.39
4575,Littel Group,334 Minute(s),139412,5 Day(s),1317,3.21
4576,"Zulauf, Corkery and Hilpert",48 Minute(s),287172,7 Day(s),136,4.24
4577,"Powlowski, Bosco and Thompson",102 Minute(s),50547,4 Day(s),399,3.53
4578,Baumbach and Sons,965 Minute(s),39827,4 Day(s),1825,3.24
4579,McGlynn LLC,8 Minute(s),212184,7 Day(s),246,3.96
4580,Cole and Sons,84 Minute(s),85375,7 Day(s),501,4.22
4581,Huels-Muller,238 Minute(s),202517,6 Day(s),1062,4.89
4582,"Nitzsche, Harris and Mills",474 Minute(s),163189,5 Day(s),1318,3.55
4583,"O'Reilly, Kuphal and Schinner",1036 Minute(s),70686,3 Day(s),2442,2.56
4584,Waelchi LLC,337 Minute(s),135957,4 Day(s),1125,4.58
4585,"Dibbert, O'Connell and Cummerata",163 Minute(s),125489,7 Day(s),169,4.83
4586,Reinger LLC,207 Minute(s),96652,7 Day(s),533,4.38
4587,"Rutherford, Stanton and Cole",557 Minute(s),165127,5 Day(s),1105,4.25
4588,"Langworth, Christiansen and Casper",144 Minute(s),111723,7 Day(s),128,4.49
4589,Rosenbaum Inc,276 Minute(s),71347,7 Day(s),1002,4.33
4590,"Olson, Little and Strosin",1252 Minute(s),49309,5 Day(s),2008,4.16
4591,Davis-Wisozk,115 Minute(s),96323,5 Day(s),672,4.51
4592,Monahan-Bechtelar,1134 Minute(s),76349,5 Day(s),1598,2.76
4593,Hintz-Corwin,1091 Minute(s),112206,6 Day(s),1689,3.57
4594,"Bode, Torphy and Fahey",1293 Minute(s),42672,4 Day(s),2353,3.11
4595,"Rempel, Tillman and Abernathy",1298 Minute(s),88441,3 Day(s),2025,2.93
4596,"Hayes, Kertzmann and Bergnaum",428 Minute(s),124295,4 Day(s),1391,3.86
4597,Schumm-Upton,273 Minute(s),201683,4 Day(s),1413,4.35
4598,Boehm-Schiller,1152 Minute(s),97070,3 Day(s),2566,2.83
4599,Hegmann-Mertz,38 Minute(s),103644,5 Day(s),124,4.11
4600,Hauck Group,11 Minute(s),125237,6 Day(s),41,4.26
4601,Rath Inc,1206 Minute(s),58632,5 Day(s),1795,3.17
4602,Breitenberg Group,478 Minute(s),132613,6 Day(s),1480,4.49
4603,"Borer, Hegmann and Gulgowski",477 Minute(s),139036,6 Day(s),1600,3.77
4604,"Feest, Bogan and Kuphal",178 Minute(s),125101,6 Day(s),284,4.76
4605,Lemke Group,1052 Minute(s),52732,4 Day(s),1588,2.86
4606,Zulauf LLC,141 Minute(s),124243,6 Day(s),519,4.14
4607,"Roob, Gleason and Stoltenberg",473 Minute(s),103083,6 Day(s),1055,4.62
4608,Legros-Turner,37 Minute(s),222103,7 Day(s),258,3.86
4609,"Heathcote, Hettinger and Orn",36 Minute(s),208112,6 Day(s),445,3.96
4610,Swaniawski-Bradtke,1434 Minute(s),43590,2 Day(s),1688,3.95
4611,Beier Group,264 Minute(s),181177,6 Day(s),1125,3.54
4612,Treutel Group,1037 Minute(s),47770,2 Day(s),1905,3.93
4613,"Nicolas, Macejkovic and Nienow",57 Minute(s),91181,5 Day(s),181,4.21
4614,Mueller-Stark,520 Minute(s),208264,6 Day(s),1409,3.5
4615,Stokes-Gibson,523 Minute(s),57614,3 Day(s),2396,3.05
4616,Rice LLC,711 Minute(s),34714,5 Day(s),2456,3.89
4617,"Batz, Spencer and Bednar",71 Minute(s),92854,5 Day(s),652,4.46
4618,"Stracke, Gusikowski and Turner",194 Minute(s),201038,4 Day(s),354,3.55
4619,Tromp-Adams,272 Minute(s),202333,6 Day(s),1300,4.02
4620,Kreiger Group,246 Minute(s),196214,6 Day(s),1373,4.45
4621,Funk LLC,297 Minute(s),190772,5 Day(s),961,4.95
4622,Keeling Inc,972 Minute(s),30920,2 Day(s),2515,4.19
4623,"Farrell, Kutch and Hane",15 Minute(s),194602,7 Day(s),503,4.44
4624,Bartoletti-Hilll,1133 Minute(s),83104,3 Day(s),1895,3.31
4625,Klein and Sons,12 Minute(s),242125,4 Day(s),757,4.32
4626,Kohler and Sons,45 Minute(s),77339,6 Day(s),435,3.94
4627,Cruickshank-Stehr,95 Minute(s),75395,7 Day(s),36,4.01
4628,Nikolaus-Zemlak,769 Minute(s),47906,2 Day(s),2594,3.52
4629,"McKenzie, Rogahn and Durgan",1182 Minute(s),42511,2 Day(s),2516,2.93
4630,Wyman-Jones,160 Minute(s),194676,6 Day(s),1137,3.37
4631,"Swaniawski, Zieme and Gaylord",146 Minute(s),93884,5 Day(s),607,4.2
4632,"Ortiz, Monahan and Wolff",118 Minute(s),236184,6 Day(s),422,3.27
4633,Hirthe LLC,855 Minute(s),41846,3 Day(s),1573,3.03
4634,Stark-Stroman,1234 Minute(s),95364,3 Day(s),2099,4.41
4635,Boyer-Little,194 Minute(s),98537,7 Day(s),241,4.5
4636,Connelly Group,484 Minute(s),141464,4 Day(s),1272,4.43
4637,"Wuckert, O'Keefe and Hills",1063 Minute(s),73802,4 Day(s),2356,3.3
4638,Howell LLC,55 Minute(s),247594,6 Day(s),607,4.1
4639,Price LLC,198 Minute(s),184659,6 Day(s),1346,4.96
4640,McLaughlin Group,531 Minute(s),219975,6 Day(s),1373,3.65
4641,Kozey Inc,157 Minute(s),151618,4 Day(s),188,3.93
4642,Greenfelder LLC,235 Minute(s),202426,5 Day(s),1286,3.17
4643,O'Connell-Grimes,495 Minute(s),106020,4 Day(s),476,3.97
4644,King Group,53 Minute(s),148478,7 Day(s),365,3.56
4645,Vandervort-Conroy,62 Minute(s),170844,5 Day(s),164,4.43
4646,Dare-Stokes,128 Minute(s),162219,6 Day(s),347,4.45
4647,Wisozk-McDermott,153 Minute(s),209559,5 Day(s),644,4.6
4648,Will-Konopelski,1392 Minute(s),84432,5 Day(s),2622,3.38
4649,Kris-Schultz,577 Minute(s),50603,3 Day(s),1879,2.86
4650,Hessel and Sons,70 Minute(s),195074,5 Day(s),926,4.9
4651,Murphy Inc,502 Minute(s),190355,5 Day(s),1271,3.42
4652,Block-Schoen,140 Minute(s),163774,7 Day(s),748,3.87
4653,"Stroman, Kling and Weissnat",1356 Minute(s),99685,6 Day(s),1740,4.39
4654,"Labadie, Abbott and Batz",560 Minute(s),160441,6 Day(s),1360,4.41
4655,"Pfannerstill, Ziemann and Rogahn",1308 Minute(s),76930,3 Day(s),1502,2.88
4656,Ledner Inc,7 Minute(s),118828,5 Day(s),231,3.58
4657,Feest-Stamm,162 Minute(s),110524,6 Day(s),353,3.59
4658,Kihn-Cronin,1263 Minute(s),77225,3 Day(s),1566,3.63
4659,Volkman-Hoeger,193 Minute(s),114502,7 Day(s),410,3.85
4660,Shields-Hahn,452 Minute(s),196158,6 Day(s),1153,3.93
4661,Reichert-MacGyver,287 Minute(s),114899,4 Day(s),1086,3.93
4662,Lueilwitz-Lockman,27 Minute(s),188847,6 Day(s),164,4.77
4663,Bailey and Sons,250 Minute(s),158746,6 Day(s),1010,4.63
4664,Bartoletti-Blanda,707 Minute(s),115255,4 Day(s),2417,3.39
4665,Donnelly-Russel,100 Minute(s),204263,7 Day(s),586,4.02
4666,Douglas Group,26 Minute(s),249586,7 Day(s),163,4.56
4667,"Hilpert, Tromp and Fadel",878 Minute(s),46217,2 Day(s),2092,3.72
4668,"Fritsch, Schaefer and Tillman",315 Minute(s),93183,7 Day(s),12,4.44
4669,Stanton-Nicolas,126 Minute(s),150707,6 Day(s),685,3.51
4670,Krajcik-Schamberger,1408 Minute(s),56080,4 Day(s),1597,2.9
4671,Goodwin-Leuschke,785 Minute(s),88225,3 Day(s),2730,2.13
4672,"Halvorson, Fadel and Considine",1101 Minute(s),122597,5 Day(s),2479,3.32
4673,Bergnaum LLC,1397 Minute(s),60904,3 Day(s),1597,4.16
4674,Bergnaum-Weber,25 Minute(s),282330,7 Day(s),195,4.88
4675,Bayer-Hudson,54 Minute(s),223877,4 Day(s),503,3.64
4676,Walsh-Bayer,103 Minute(s),190890,7 Day(s),453,3.61
4677,Cummings-O'Keefe,426 Minute(s),109482,6 Day(s),422,3.95
4678,Cole-Franecki,225 Minute(s),152857,6 Day(s),1375,3.82
4679,Hane LLC,77 Minute(s),77280,5 Day(s),1189,4.18
4680,Stehr and Sons,157 Minute(s),211751,6 Day(s),57,3.81
4681,Bosco Inc,168 Minute(s),158674,4 Day(s),1570,3.56
4682,"Toy, Quitzon and Bins",286 Minute(s),226107,6 Day(s),1261,3.29
4683,King Group,1171 Minute(s),57832,4 Day(s),2112,3.97
4684,Lehner Group,846 Minute(s),63650,4 Day(s),1659,3.29
4685,Orn Inc,820 Minute(s),116737,5 Day(s),1593,3.36
4686,"Ziemann, Legros and Gottlieb",575 Minute(s),79222,4 Day(s),1752,3.04
4687,Sporer-Luettgen,219 Minute(s),76714,5 Day(s),750,4.87
4688,"Schmeler, McDermott and Goldner",17 Minute(s),123017,7 Day(s),417,3.72
4689,Gutkowski-Schulist,701 Minute(s),107847,5 Day(s),2485,3.42
4690,Powlowski-Bernier,1255 Minute(s),85654,3 Day(s),1606,3.03
4691,"Koch, Harvey and Corkery",600 Minute(s),62722,3 Day(s),2414,4.13
4692,Johnson Inc,72 Minute(s),143350,4 Day(s),19,3.35
4693,Orn-Willms,789 Minute(s),77553,2 Day(s),2506,3.02
4694,McLaughlin Inc,67 Minute(s),239758,7 Day(s),322,3.89
4695,"Blanda, Hayes and Crona",48 Minute(s),101981,5 Day(s),259,4.61
4696,Jaskolski Inc,162 Minute(s),192301,7 Day(s),1178,3.8
4697,Hauck and Sons,702 Minute(s),56099,4 Day(s),1763,3.61
4698,Thompson-Gulgowski,324 Minute(s),111859,6 Day(s),1164,4.41
4699,Daniel-Smitham,88 Minute(s),103386,6 Day(s),644,3.95
4700,Kohler Inc,133 Minute(s),125631,7 Day(s),666,4.49
4701,Smith-Borer,367 Minute(s),216619,7 Day(s),554,4.07
4702,Smith Inc,403 Minute(s),125562,5 Day(s),1452,3.99
4703,Corwin Inc,178 Minute(s),185933,7 Day(s),1120,4.46
4704,"Wiegand, Zieme and Bode",934 Minute(s),98814,4 Day(s),1562,3.26
4705,Gulgowski and Sons,589 Minute(s),31165,3 Day(s),1666,3.92
4706,"Nader, Glover and Reichert",1289 Minute(s),60076,3 Day(s),2091,4.08
4707,Rippin-Block,81 Minute(s),248964,5 Day(s),456,4.37
4708,Grant LLC,587 Minute(s),65055,3 Day(s),1943,3.14
4709,Russel LLC,1034 Minute(s),107939,4 Day(s),2523,2.82
4710,Thompson-Volkman,447 Minute(s),229124,7 Day(s),1219,3.23
4711,"Muller, Bogan and Heller",839 Minute(s),77824,2 Day(s),2621,2.54
